订单ID,日期,年,月,日,季度,商品类别,子类别,商品名称,单价,数量,折扣率,总价,顾客ID,顾客姓名,省份,城市,地址,店铺,评分,支付方式,配送时间(天)
ORD-20241025-16465,2024-10-25,2024,10,25,4,母婴,常规,母婴商品59,1237.39,1,0.94,1163.15,CUST-72637,李鹏,浙江省,宁波市,山东省辽阳市梁平沈阳路j座 512830,趋势信息有限公司电商店铺,3,银联,1
ORD-20240613-16466,2024-06-13,2024,6,13,2,母婴,常规,母婴商品63,735.27,1,0.6,441.16,CUST-56145,严婷,广东省,珠海市,山东省兵市房山武汉路i座 300809,创亿网络有限公司电商店铺,5,信用卡,2
ORD-20221112-16467,2022-11-12,2022,11,12,4,美妆,常规,美妆商品4,1555.02,1,1.0,1555.02,CUST-55680,李淑华,浙江省,温州市,安徽省秀芳市蓟州宜都街R座 781934,同兴万点网络有限公司电商店铺,5,货到付款,4
ORD-20240616-16468,2024-06-16,2024,6,16,2,美妆,常规,美妆商品41,960.32,2,1.0,1920.64,CUST-82194,吴荣,湖北省,襄阳市,浙江省帅市滨城成都街n座 134563,巨奥传媒有限公司电商店铺,4,信用卡,5
ORD-20220514-16469,2022-05-14,2022,5,14,2,珠宝,常规,珠宝商品98,596.56,1,1.0,596.56,CUST-73982,甄浩,四川省,南充市,山东省广州市房山香港街p座 309311,艾提科信信息有限公司电商店铺,4,信用卡,3
ORD-20230827-16470,2023-08-27,2023,8,27,3,食品,常规,食品商品17,1842.76,1,1.0,1842.76,CUST-29471,文玉珍,河南省,开封市,天津市伟市静安凌街h座 691505,趋势信息有限公司电商店铺,3,银联,4
ORD-20230131-16471,2023-01-31,2023,1,31,1,玩具,常规,玩具商品35,910.13,2,1.0,1820.26,CUST-61100,王涛,广东省,珠海市,辽宁省阜新县上街六安路t座 510479,凌云网络有限公司电商店铺,5,货到付款,8
ORD-20240302-16472,2024-03-02,2024,3,2,1,母婴,常规,母婴商品19,1290.04,1,1.0,1290.04,CUST-71057,王兰英,广东省,深圳市,安徽省建军县丰都淮安路y座 665153,凌云科技有限公司电商店铺,4,银联,4
ORD-20220503-16473,2022-05-03,2022,5,3,2,图书,常规,图书商品90,1283.88,1,1.0,1283.88,CUST-97339,廖勇,山东省,潍坊市,台湾省宁德市金平武汉路o座 432068,创亿网络有限公司电商店铺,4,银联,7
ORD-20230901-16474,2023-09-01,2023,9,1,3,运动,常规,运动商品69,1385.21,3,1.0,4155.63,CUST-66781,张瑞,浙江省,宁波市,天津市成都市永川闵路O座 730904,中建创业信息有限公司电商店铺,3,微信支付,4
ORD-20220716-16475,2022-07-16,2022,7,16,3,食品,常规,食品商品40,1790.29,1,1.0,1790.29,CUST-44911,罗浩,河南省,郑州市,北京市广州县秀英石家庄路w座 742602,创亿网络有限公司电商店铺,4,货到付款,1
ORD-20231115-16476,2023-11-15,2023,11,15,4,玩具,常规,玩具商品23,895.31,1,1.0,895.31,CUST-48242,宋柳,河南省,新乡市,贵州省桂英县淄川昆明街M座 604926,数字100信息有限公司电商店铺,2,微信支付,4
ORD-20240607-16477,2024-06-07,2024,6,7,2,母婴,常规,母婴商品97,333.44,1,1.0,333.44,CUST-19361,张柳,四川省,绵阳市,黑龙江省琴县浔阳永安街g座 266200,济南亿次元传媒有限公司电商店铺,3,支付宝,3
ORD-20240418-16478,2024-04-18,2024,4,18,2,运动,常规,运动商品17,1165.31,1,0.72,839.02,CUST-14975,谢晶,四川省,德阳市,云南省辉县长寿合肥路Z座 113603,时空盒数字信息有限公司电商店铺,4,微信支付,8
ORD-20240110-16479,2024-01-10,2024,1,10,1,服装,上衣,卫衣,1914.26,2,1.0,3828.52,CUST-38615,罗丽丽,山东省,济南市,辽宁省潮州市高明香港路g座 476408,商软冠联科技有限公司电商店铺,5,货到付款,1
ORD-20221006-16480,2022-10-06,2022,10,6,4,珠宝,常规,珠宝商品15,729.98,1,1.0,729.98,CUST-69831,叶建国,四川省,绵阳市,四川省婷婷市永川陶街O座 248652,晖来计算机传媒有限公司电商店铺,4,支付宝,4
ORD-20230820-16481,2023-08-20,2023,8,20,3,家居,灯具,落地灯,2774.32,3,0.88,7324.2,CUST-66081,耿洋,北京市,东城区,浙江省莹市海陵吴街d座 530751,中建创业信息有限公司电商店铺,5,银联,3
ORD-20230901-16482,2023-09-01,2023,9,1,3,母婴,常规,母婴商品21,711.61,1,1.0,711.61,CUST-33449,何琴,江苏省,无锡市,天津市哈尔滨县沙市田路A座 699953,创联世纪网络有限公司电商店铺,5,货到付款,4
ORD-20231211-16483,2023-12-11,2023,12,11,4,玩具,常规,玩具商品16,1423.97,1,0.81,1153.42,CUST-93346,刘欣,上海市,徐汇区,河南省婷婷市孝南汕尾路P座 905519,双敏电子传媒有限公司电商店铺,5,支付宝,10
ORD-20230105-16484,2023-01-05,2023,1,5,1,美妆,常规,美妆商品76,429.88,1,0.93,399.79,CUST-71408,郝瑞,江苏省,南京市,宁夏回族自治区淮安市白云通辽路C座 652781,华远软件传媒有限公司电商店铺,4,银联,4
ORD-20230330-16485,2023-03-30,2023,3,30,1,图书,常规,图书商品2,1119.97,2,1.0,2239.94,CUST-47681,韦涛,上海市,静安区,重庆市亮市平山尚路r座 375703,商软冠联科技有限公司电商店铺,4,支付宝,10
ORD-20230514-16486,2023-05-14,2023,5,14,2,美妆,常规,美妆商品73,1813.2,5,1.0,9066.0,CUST-40038,叶淑英,广东省,东莞市,四川省玉珍县高港柳州街S座 217826,同兴万点网络有限公司电商店铺,4,信用卡,5
ORD-20221015-16487,2022-10-15,2022,10,15,4,电子产品,音响,JBL Flip 6,8343.51,2,1.0,16687.02,CUST-73055,侯琳,四川省,德阳市,云南省波市沈河兴城街r座 510695,巨奥传媒有限公司电商店铺,2,信用卡,6
ORD-20221026-16488,2022-10-26,2022,10,26,4,玩具,常规,玩具商品57,1897.23,7,1.0,13280.61,CUST-87687,徐晶,河南省,开封市,澳门特别行政区潮州县龙潭池路m座 234939,信诚致远科技有限公司电商店铺,5,支付宝,6
ORD-20230624-16489,2023-06-24,2023,6,24,2,珠宝,常规,珠宝商品79,360.52,1,1.0,360.52,CUST-74279,刘莹,河南省,许昌市,上海市斌市淄川杨街M座 278378,易动力传媒有限公司电商店铺,4,支付宝,8
ORD-20220807-16490,2022-08-07,2022,8,7,3,玩具,常规,玩具商品72,954.6,1,1.0,954.6,CUST-70612,李秀芳,广东省,东莞市,湖北省阜新县沈河王街b座 324570,创联世纪网络有限公司电商店铺,4,货到付款,4
ORD-20231119-16491,2023-11-19,2023,11,19,4,玩具,常规,玩具商品78,1461.77,1,1.0,1461.77,CUST-11126,张慧,上海市,黄浦区,海南省静市城东广州路G座 594487,彩虹传媒有限公司电商店铺,5,银联,1
ORD-20240315-16492,2024-03-15,2024,3,15,1,服装,外套,毛衣,612.23,1,0.79,483.66,CUST-68088,魏秀兰,北京市,西城区,江苏省武汉县静安巢湖街K座 284039,立信电子信息有限公司电商店铺,3,信用卡,5
ORD-20240504-16493,2024-05-04,2024,5,4,2,母婴,常规,母婴商品3,1166.06,1,1.0,1166.06,CUST-64758,胡东,四川省,南充市,香港特别行政区娟市城东徐路T座 609448,同兴万点信息有限公司电商店铺,4,微信支付,5
ORD-20220805-16494,2022-08-05,2022,8,5,3,服装,内衣,袜子,463.32,1,0.72,333.59,CUST-11192,丁晨,河南省,郑州市,湖北省北京市大兴金街f座 428514,华远软件传媒有限公司电商店铺,4,银联,5
ORD-20220825-16495,2022-08-25,2022,8,25,3,珠宝,常规,珠宝商品66,966.7,1,1.0,966.7,CUST-28987,浦莹,广东省,深圳市,陕西省宇县闵行刘街t座 704159,趋势信息有限公司电商店铺,3,货到付款,10
ORD-20220329-16496,2022-03-29,2022,3,29,1,图书,常规,图书商品87,1292.07,1,1.0,1292.07,CUST-67695,姜秀华,河南省,郑州市,重庆市志强县东丽东莞街m座 796853,晖来计算机传媒有限公司电商店铺,3,银联,5
ORD-20230814-16497,2023-08-14,2023,8,14,3,美妆,常规,美妆商品64,1067.96,1,1.0,1067.96,CUST-59480,方梅,四川省,南充市,江西省淮安市永川林路g座 560689,创亿传媒有限公司电商店铺,5,支付宝,8
ORD-20240308-16498,2024-03-08,2024,3,8,1,电子产品,电脑,微软Surface,5973.08,1,0.88,5256.31,CUST-38724,陈玉梅,北京市,西城区,江西省小红县清浦赵路T座 310831,黄石金承科技有限公司电商店铺,5,信用卡,2
ORD-20230719-16499,2023-07-19,2023,7,19,3,母婴,常规,母婴商品61,1761.55,4,1.0,7046.2,CUST-43348,邓玲,上海市,静安区,西藏自治区永安市合川成都路b座 528344,创亿网络有限公司电商店铺,5,银联,2
ORD-20241220-16500,2024-12-20,2024,12,20,4,图书,常规,图书商品77,915.51,1,1.0,915.51,CUST-91535,孟宇,上海市,静安区,陕西省济南县上街六安街Y座 491884,精芯科技有限公司电商店铺,5,微信支付,3
ORD-20240411-16501,2024-04-11,2024,4,11,2,珠宝,常规,珠宝商品75,281.05,2,0.72,404.71,CUST-18468,周俊,广东省,东莞市,台湾省石家庄市崇文淮安街C座 850988,黄石金承科技有限公司电商店铺,5,货到付款,9
ORD-20231015-16502,2023-10-15,2023,10,15,4,图书,常规,图书商品58,1162.24,2,1.0,2324.48,CUST-72752,韩想,江苏省,南京市,吉林省梅市门头沟辛集街Y座 856276,创联世纪网络有限公司电商店铺,4,支付宝,7
ORD-20221119-16503,2022-11-19,2022,11,19,4,运动,常规,运动商品82,280.39,1,0.9,252.35,CUST-83986,陈桂芳,湖北省,荆州市,香港特别行政区玉华市闵行南京路S座 583947,数字100信息有限公司电商店铺,4,货到付款,2
ORD-20220730-16504,2022-07-30,2022,7,30,3,美妆,常规,美妆商品39,1381.57,1,1.0,1381.57,CUST-95619,洪杰,北京市,朝阳区,内蒙古自治区岩市金平石家庄街r座 787954,时空盒数字网络有限公司电商店铺,4,信用卡,10
ORD-20230807-16505,2023-08-07,2023,8,7,3,母婴,常规,母婴商品100,706.35,1,1.0,706.35,CUST-91964,邹桂荣,江苏省,苏州市,湖北省欣县和平海门路h座 862244,兰金电子传媒有限公司电商店铺,4,银联,9
ORD-20231002-16506,2023-10-02,2023,10,2,4,电子产品,相机,尼康Z9,7871.42,2,1.0,15742.84,CUST-68350,黄辉,山东省,青岛市,天津市拉萨县西峰陈路Q座 465954,易动力传媒有限公司电商店铺,4,支付宝,7
ORD-20220806-16507,2022-08-06,2022,8,6,3,珠宝,常规,珠宝商品36,1844.61,1,1.0,1844.61,CUST-24624,范敏,浙江省,宁波市,海南省马鞍山市清城王街o座 441905,信诚致远科技有限公司电商店铺,4,微信支付,7
ORD-20240103-16508,2024-01-03,2024,1,3,1,母婴,常规,母婴商品68,1363.73,1,0.82,1118.26,CUST-15411,叶龙,河南省,新乡市,浙江省林县房山王路a座 896308,襄樊地球村科技有限公司电商店铺,4,信用卡,1
ORD-20230212-16509,2023-02-12,2023,2,12,1,食品,常规,食品商品8,23.2,1,1.0,23.2,CUST-35449,王淑华,北京市,西城区,浙江省伟市金平孟街o座 292004,艾提科信信息有限公司电商店铺,4,货到付款,5
ORD-20230706-16510,2023-07-06,2023,7,6,3,母婴,常规,母婴商品65,1194.07,4,1.0,4776.28,CUST-86734,冯丹,上海市,静安区,辽宁省哈尔滨县浔阳东莞街E座 815260,时空盒数字信息有限公司电商店铺,5,支付宝,9
ORD-20220713-16511,2022-07-13,2022,7,13,3,电子产品,音响,哈曼卡顿Aura Studio 3,5383.8,1,0.81,4360.88,CUST-20832,武雪,四川省,宜宾市,甘肃省嘉禾市闵行周路N座 294811,维涛网络有限公司电商店铺,5,微信支付,9
ORD-20240123-16512,2024-01-23,2024,1,23,1,母婴,常规,母婴商品64,1069.43,2,1.0,2138.86,CUST-45718,辛杰,浙江省,杭州市,福建省建华县双滦朱路Q座 353581,时空盒数字信息有限公司电商店铺,4,支付宝,6
ORD-20220508-16513,2022-05-08,2022,5,8,2,家居,床上用品,毛毯,2939.94,1,0.9,2645.95,CUST-66200,孙玉珍,湖南省,衡阳市,河北省郑州市滨城全街K座 301939,超艺网络有限公司电商店铺,5,信用卡,2
ORD-20241029-16514,2024-10-29,2024,10,29,4,服装,上衣,卫衣,1384.04,3,1.0,4152.12,CUST-57199,徐坤,北京市,丰台区,新疆维吾尔自治区合山市秀英梧州街P座 717708,天开网络有限公司电商店铺,4,信用卡,6
ORD-20220329-16515,2022-03-29,2022,3,29,1,珠宝,常规,珠宝商品7,1949.46,2,0.71,2768.23,CUST-28150,胡丽娟,广东省,深圳市,吉林省成市清城宜都路m座 322100,创亿网络有限公司电商店铺,5,微信支付,9
ORD-20241128-16516,2024-11-28,2024,11,28,4,图书,常规,图书商品18,1267.83,1,1.0,1267.83,CUST-19446,屠坤,广东省,佛山市,湖北省鑫市永川北镇路r座 641218,超艺网络有限公司电商店铺,4,信用卡,8
ORD-20220412-16517,2022-04-12,2022,4,12,2,美妆,常规,美妆商品12,220.3,4,1.0,881.2,CUST-50820,王建军,河南省,新乡市,浙江省凤英市南溪李街l座 612259,华远软件信息有限公司电商店铺,3,支付宝,10
ORD-20230429-16518,2023-04-29,2023,4,29,2,美妆,常规,美妆商品67,74.68,2,1.0,149.36,CUST-67314,林勇,浙江省,湖州市,山西省洁市浔阳永安路v座 745105,同兴万点网络有限公司电商店铺,3,支付宝,5
ORD-20240515-16519,2024-05-15,2024,5,15,2,母婴,常规,母婴商品69,629.31,1,0.85,534.91,CUST-76931,斯建国,浙江省,湖州市,山东省雪梅市西夏六盘水路T座 882539,中建创业信息有限公司电商店铺,4,货到付款,2
ORD-20220623-16520,2022-06-23,2022,6,23,2,电子产品,音响,索尼WH-1000XM5,1699.89,1,1.0,1699.89,CUST-67203,许亮,广东省,珠海市,贵州省福州市高坪东莞街z座 927634,戴硕电子科技有限公司电商店铺,5,信用卡,4
ORD-20230707-16521,2023-07-07,2023,7,7,3,运动,常规,运动商品58,981.83,3,1.0,2945.49,CUST-35224,秦丽娟,北京市,西城区,广东省重庆县安次柳州街k座 860647,兰金电子科技有限公司电商店铺,3,货到付款,8
ORD-20230903-16522,2023-09-03,2023,9,3,3,美妆,常规,美妆商品9,1249.6,3,0.9,3373.92,CUST-93560,李杰,广东省,珠海市,河南省芳市江北王街F座 821567,天开网络有限公司电商店铺,4,货到付款,9
ORD-20220624-16523,2022-06-24,2022,6,24,2,服装,鞋子,靴子,1232.41,2,0.76,1873.26,CUST-56144,苗倩,广东省,珠海市,内蒙古自治区重庆县怀柔阜新路r座 221648,数字100信息有限公司电商店铺,5,微信支付,7
ORD-20230321-16524,2023-03-21,2023,3,21,1,电子产品,耳机,AirPods Pro,7783.08,2,1.0,15566.16,CUST-81824,尉娜,四川省,成都市,山西省成都市长寿辛集街s座 776871,四通传媒有限公司电商店铺,4,货到付款,9
ORD-20230301-16525,2023-03-01,2023,3,1,1,电子产品,音响,哈曼卡顿Aura Studio 3,6834.06,2,0.73,9977.73,CUST-99968,陈华,湖北省,宜昌市,台湾省勇市涪城澳门路I座 885004,新格林耐特传媒有限公司电商店铺,5,信用卡,5
ORD-20230331-16526,2023-03-31,2023,3,31,1,珠宝,常规,珠宝商品92,1121.01,1,0.78,874.39,CUST-57648,辛静,河南省,新乡市,广东省柳州市涪城张街j座 595153,数字100信息有限公司电商店铺,4,银联,2
ORD-20240814-16527,2024-08-14,2024,8,14,3,食品,常规,食品商品13,805.25,2,0.89,1433.35,CUST-85048,谢华,河南省,郑州市,江苏省涛县兴山刘街Y座 932717,兰金电子传媒有限公司电商店铺,2,信用卡,8
ORD-20230108-16528,2023-01-08,2023,1,8,1,母婴,常规,母婴商品52,1881.08,1,1.0,1881.08,CUST-23794,郭冬梅,上海市,徐汇区,香港特别行政区琳县闵行邢路r座 151321,华远软件传媒有限公司电商店铺,5,货到付款,3
ORD-20241213-16529,2024-12-13,2024,12,13,4,美妆,常规,美妆商品48,1448.19,5,0.74,5358.3,CUST-70934,李建国,江苏省,苏州市,陕西省红霞县江北周街J座 859719,易动力传媒有限公司电商店铺,5,信用卡,7
ORD-20220602-16530,2022-06-02,2022,6,2,2,运动,常规,运动商品15,635.03,3,0.8,1524.07,CUST-34957,王丹丹,湖南省,衡阳市,澳门特别行政区东莞市双滦王路J座 769980,趋势信息有限公司电商店铺,5,支付宝,7
ORD-20240723-16531,2024-07-23,2024,7,23,3,珠宝,常规,珠宝商品61,1166.94,2,0.85,1983.8,CUST-48003,李婷婷,河南省,洛阳市,宁夏回族自治区淑兰县静安郑州街W座 644529,趋势信息有限公司电商店铺,5,支付宝,7
ORD-20240714-16532,2024-07-14,2024,7,14,3,珠宝,常规,珠宝商品20,31.58,1,0.82,25.9,CUST-73914,舒帆,上海市,静安区,辽宁省林县普陀张路L座 486439,天开网络有限公司电商店铺,4,银联,10
ORD-20231226-16533,2023-12-26,2023,12,26,4,美妆,常规,美妆商品40,1096.57,1,0.86,943.05,CUST-74873,麻玲,四川省,南充市,上海市佳市华龙成都街K座 886189,华远软件信息有限公司电商店铺,4,支付宝,4
ORD-20220927-16534,2022-09-27,2022,9,27,3,图书,常规,图书商品47,909.98,1,1.0,909.98,CUST-36176,张旭,江苏省,常州市,宁夏回族自治区辽阳县蓟州关岭路c座 180075,数字100信息有限公司电商店铺,4,支付宝,6
ORD-20230425-16535,2023-04-25,2023,4,25,2,玩具,常规,玩具商品27,327.66,2,1.0,655.32,CUST-83230,梁莹,湖南省,株洲市,广东省香港市璧山冯街C座 625500,四通传媒有限公司电商店铺,5,银联,4
ORD-20230316-16536,2023-03-16,2023,3,16,1,电子产品,手机,三星S22,5976.21,2,1.0,11952.42,CUST-62817,安彬,河南省,洛阳市,宁夏回族自治区军市沙市王路N座 476325,天开网络有限公司电商店铺,4,银联,10
ORD-20220313-16537,2022-03-13,2022,3,13,1,运动,常规,运动商品79,1349.28,1,1.0,1349.28,CUST-50379,靳倩,山东省,济南市,西藏自治区鑫县清浦嘉禾路b座 387814,商软冠联科技有限公司电商店铺,4,微信支付,5
ORD-20221024-16538,2022-10-24,2022,10,24,4,图书,常规,图书商品84,812.06,2,0.87,1412.98,CUST-45556,刘娜,浙江省,杭州市,陕西省柳州县璧山北京路w座 568948,创联世纪网络有限公司电商店铺,4,银联,2
ORD-20240724-16539,2024-07-24,2024,7,24,3,母婴,常规,母婴商品64,280.12,3,1.0,840.36,CUST-78451,赵岩,上海市,浦东新区,青海省宜都县六枝特哈尔滨街e座 979984,创联世纪网络有限公司电商店铺,5,微信支付,9
ORD-20240613-16540,2024-06-13,2024,6,13,2,美妆,常规,美妆商品10,1833.06,1,0.76,1393.13,CUST-33411,胡志强,山东省,烟台市,青海省太原市清浦张路m座 691193,同兴万点网络有限公司电商店铺,3,支付宝,6
ORD-20220523-16541,2022-05-23,2022,5,23,2,家居,装饰品,地毯,2484.1,1,0.76,1887.92,CUST-83826,李桂香,湖南省,湘潭市,云南省波县沈河汤路T座 797787,兰金电子科技有限公司电商店铺,5,货到付款,7
ORD-20220821-16542,2022-08-21,2022,8,21,3,家居,床上用品,毛毯,1171.94,3,0.71,2496.23,CUST-88628,覃玉兰,江苏省,常州市,山东省春梅市城北孟路N座 149959,同兴万点网络有限公司电商店铺,4,银联,7
ORD-20220801-16543,2022-08-01,2022,8,1,3,家居,厨具,厨房电器,379.98,2,1.0,759.96,CUST-54941,刘梅,浙江省,嘉兴市,福建省琴县蓟州倪路W座 709339,襄樊地球村科技有限公司电商店铺,4,货到付款,4
ORD-20220710-16544,2022-07-10,2022,7,10,3,母婴,常规,母婴商品39,359.26,2,1.0,718.52,CUST-35664,张雪梅,河南省,新乡市,甘肃省潜江县海陵大冶路n座 550620,数字100信息有限公司电商店铺,4,信用卡,2
ORD-20230202-16545,2023-02-02,2023,2,2,1,家居,厨具,厨房电器,373.8,2,1.0,747.6,CUST-51518,仇宁,四川省,德阳市,湖南省明市丰都辽阳街t座 636296,易动力传媒有限公司电商店铺,3,信用卡,6
ORD-20240810-16546,2024-08-10,2024,8,10,3,母婴,常规,母婴商品6,124.22,7,1.0,869.54,CUST-32843,杨飞,浙江省,嘉兴市,天津市丹市高港马鞍山街c座 612721,联通时科信息有限公司电商店铺,3,银联,6
ORD-20220603-16547,2022-06-03,2022,6,3,2,运动,常规,运动商品82,816.86,1,1.0,816.86,CUST-13789,廖建华,山东省,济南市,台湾省海口县璧山合肥街N座 591112,黄石金承科技有限公司电商店铺,4,货到付款,10
ORD-20230421-16548,2023-04-21,2023,4,21,2,家居,床上用品,枕头,2714.83,1,1.0,2714.83,CUST-45247,熊婷,湖北省,武汉市,辽宁省建军县永川邯郸路L座 602970,鑫博腾飞信息有限公司电商店铺,4,微信支付,5
ORD-20231027-16549,2023-10-27,2023,10,27,4,电子产品,手机,vivo X90,2940.77,1,1.0,2940.77,CUST-85543,朱涛,浙江省,温州市,重庆市海门县吉区太原街v座 358943,凌云科技有限公司电商店铺,4,银联,9
ORD-20240914-16550,2024-09-14,2024,9,14,3,珠宝,常规,珠宝商品69,954.9,1,1.0,954.9,CUST-55645,王建华,四川省,绵阳市,西藏自治区刚县沙市郑州街F座 252825,商软冠联科技有限公司电商店铺,4,微信支付,8
ORD-20230325-16551,2023-03-25,2023,3,25,1,家居,床上用品,床垫,3786.64,1,1.0,3786.64,CUST-55874,王涛,江苏省,南京市,重庆市成都县华龙朱街w座 584285,毕博诚科技有限公司电商店铺,5,信用卡,4
ORD-20230218-16552,2023-02-18,2023,2,18,1,服装,裤子,牛仔裤,58.3,1,0.75,43.72,CUST-43413,苏桂芳,湖南省,湘潭市,安徽省通辽市高坪南宁街Y座 885631,华远软件信息有限公司电商店铺,4,银联,3
ORD-20231011-16553,2023-10-11,2023,10,11,4,母婴,常规,母婴商品68,633.01,5,1.0,3165.05,CUST-24938,王红,北京市,东城区,上海市邯郸县南溪邓街C座 772223,兰金电子传媒有限公司电商店铺,2,货到付款,3
ORD-20240307-16554,2024-03-07,2024,3,7,1,食品,常规,食品商品59,408.89,5,1.0,2044.45,CUST-15074,张楠,浙江省,温州市,河北省香港县徐汇曾路T座 608518,襄樊地球村科技有限公司电商店铺,5,货到付款,1
ORD-20240915-16555,2024-09-15,2024,9,15,3,美妆,常规,美妆商品47,1108.57,1,1.0,1108.57,CUST-43135,曾利,四川省,德阳市,江苏省潮州市城东刘街N座 222046,时空盒数字网络有限公司电商店铺,5,货到付款,6
ORD-20221009-16556,2022-10-09,2022,10,9,4,美妆,常规,美妆商品94,1406.44,2,0.94,2644.11,CUST-24440,王林,广东省,东莞市,四川省马鞍山县永川李街l座 891146,彩虹传媒有限公司电商店铺,5,支付宝,8
ORD-20230510-16557,2023-05-10,2023,5,10,2,服装,内衣,保暖内衣,1779.54,2,0.87,3096.4,CUST-21218,刘柳,四川省,绵阳市,四川省六盘水市友好宜都路X座 610872,时空盒数字网络有限公司电商店铺,4,银联,4
ORD-20220627-16558,2022-06-27,2022,6,27,2,玩具,常规,玩具商品4,1847.01,3,0.91,5042.34,CUST-54643,黄荣,广东省,珠海市,吉林省晶县淄川蔡路L座 739552,创亿传媒有限公司电商店铺,4,支付宝,3
ORD-20220708-16559,2022-07-08,2022,7,8,3,图书,常规,图书商品41,515.48,2,1.0,1030.96,CUST-65387,雷秀英,上海市,徐汇区,安徽省合山县高坪杨路l座 710253,超艺网络有限公司电商店铺,4,微信支付,4
ORD-20230127-16560,2023-01-27,2023,1,27,1,图书,常规,图书商品5,941.35,1,1.0,941.35,CUST-87698,史志强,河南省,新乡市,贵州省淑珍市锡山呼和浩特街a座 731758,华远软件网络有限公司电商店铺,4,微信支付,8
ORD-20220324-16561,2022-03-24,2022,3,24,1,美妆,常规,美妆商品24,424.24,3,1.0,1272.72,CUST-93163,徐兰英,广东省,东莞市,陕西省秀华市城北刘街r座 488380,信诚致远科技有限公司电商店铺,3,支付宝,6
ORD-20241202-16562,2024-12-02,2024,12,2,4,美妆,常规,美妆商品31,123.77,2,0.93,230.21,CUST-64389,左宇,湖北省,荆州市,辽宁省冬梅县黄浦曾街m座 832903,商软冠联科技有限公司电商店铺,4,银联,10
ORD-20220601-16563,2022-06-01,2022,6,1,2,食品,常规,食品商品54,1596.66,2,0.71,2267.26,CUST-53166,吴建国,广东省,珠海市,西藏自治区广州市璧山马鞍山街h座 523984,晖来计算机传媒有限公司电商店铺,4,货到付款,10
ORD-20241003-16564,2024-10-03,2024,10,3,4,母婴,常规,母婴商品9,763.41,4,0.83,2534.52,CUST-28276,李静,山东省,青岛市,黑龙江省秀云县崇文汕尾街N座 699873,艾提科信网络有限公司电商店铺,4,货到付款,2
ORD-20230226-16565,2023-02-26,2023,2,26,1,家居,厨具,餐具,2003.2,4,1.0,8012.8,CUST-81546,关建,浙江省,宁波市,新疆维吾尔自治区广州县长寿周路G座 428466,济南亿次元传媒有限公司电商店铺,4,银联,8
ORD-20240819-16566,2024-08-19,2024,8,19,3,服装,内衣,睡衣,1811.45,2,1.0,3622.9,CUST-60649,李燕,上海市,浦东新区,江苏省霞市清河翟路V座 687219,四通传媒有限公司电商店铺,4,银联,8
ORD-20220722-16567,2022-07-22,2022,7,22,3,图书,常规,图书商品74,780.61,2,1.0,1561.22,CUST-41179,黄桂花,江苏省,常州市,广东省济南市浔阳曾路K座 883100,易动力传媒有限公司电商店铺,4,银联,9
ORD-20240622-16568,2024-06-22,2024,6,22,2,服装,裤子,休闲裤,1953.97,9,1.0,17585.73,CUST-80336,普玉兰,湖北省,黄石市,宁夏回族自治区凤兰市清浦杨路f座 312701,创联世纪网络有限公司电商店铺,5,信用卡,7
ORD-20220710-16569,2022-07-10,2022,7,10,3,玩具,常规,玩具商品71,481.14,1,1.0,481.14,CUST-24061,谢建平,河南省,郑州市,黑龙江省福州市东城张路J座 212465,时空盒数字信息有限公司电商店铺,4,银联,3
ORD-20230303-16570,2023-03-03,2023,3,3,1,运动,常规,运动商品53,1697.08,1,1.0,1697.08,CUST-66840,韩帆,湖南省,株洲市,香港特别行政区超县沙湾关岭路N座 618554,时空盒数字信息有限公司电商店铺,4,微信支付,8
ORD-20241025-16571,2024-10-25,2024,10,25,4,美妆,常规,美妆商品11,1213.69,1,1.0,1213.69,CUST-20923,温柳,山东省,济南市,宁夏回族自治区燕市城北陈路L座 170144,济南亿次元传媒有限公司电商店铺,2,银联,4
ORD-20231217-16572,2023-12-17,2023,12,17,4,服装,连衣裙,针织连衣裙,1717.76,4,1.0,6871.04,CUST-24368,李丽丽,湖北省,武汉市,吉林省银川县崇文澳门路b座 353590,襄樊地球村科技有限公司电商店铺,4,银联,8
ORD-20230620-16573,2023-06-20,2023,6,20,2,母婴,常规,母婴商品42,1796.24,2,0.56,2011.79,CUST-48950,王娜,广东省,广州市,江西省关岭市锡山孟路r座 117307,时空盒数字信息有限公司电商店铺,5,微信支付,7
ORD-20230522-16574,2023-05-22,2023,5,22,2,食品,常规,食品商品29,894.58,1,1.0,894.58,CUST-58875,赵雷,浙江省,杭州市,黑龙江省秀英县海港葛街q座 306338,创联世纪网络有限公司电商店铺,3,信用卡,10
ORD-20221016-16575,2022-10-16,2022,10,16,4,服装,外套,毛衣,501.93,6,1.0,3011.58,CUST-47376,张荣,湖北省,黄石市,甘肃省凤兰县金平兰州路R座 936697,新格林耐特传媒有限公司电商店铺,4,货到付款,4
ORD-20240301-16576,2024-03-01,2024,3,1,1,服装,裤子,休闲裤,1750.87,2,1.0,3501.74,CUST-25251,谢勇,湖北省,武汉市,天津市台北县高港六安街L座 938090,新格林耐特科技有限公司电商店铺,4,信用卡,1
ORD-20231002-16577,2023-10-02,2023,10,2,4,玩具,常规,玩具商品92,639.15,3,1.0,1917.45,CUST-42897,钟丽娟,北京市,东城区,重庆市邯郸县平山苏街u座 738932,毕博诚科技有限公司电商店铺,4,银联,1
